"","Series","Ep.name","Season","Ep.Number","Ep.Rating","Length","Year","Votes","Genre.1","Genre2","Genre3","Series.Rating","TV.Rating","Location"
"3893","Community","Advanced Dungeons & Dragons",2,14,9.5,22,2011,2966,"Comedy","","",8.5,"TV-PG","Colorado"
"3894","Community","Early 21st Century Romanticism",2,15,8.2,22,2011,1495,"Comedy","","",8.5,"TV-PG","Colorado"
"3895","Community","Intermediate Documentary Filmmaking",2,16,8.8,22,2011,1651,"Comedy","","",8.5,"TV-PG","Colorado"
"3896","Community","Intro to Political Science",2,17,8.4,21,2011,1540,"Comedy","","",8.5,"TV-PG","Colorado"
"3897","Community","Custody Law and Eastern European Diplomacy",2,18,7.6,22,2011,1428,"Comedy","","",8.5,"TV-PG","Colorado"
"3898","Community","Critical Film Studies",2,19,9,21,2011,2000,"Comedy","","",8.5,"TV-PG","Colorado"
"3899","Community","Competitive Wine Tasting",2,20,7.7,22,2011,1398,"Comedy","","",8.5,"TV-PG","Colorado"
"3900","Community","Paradigms of Human Memory",2,21,9.1,21,2011,2025,"Comedy","","",8.5,"TV-PG","Colorado"
"3901","Community","Applied Anthropology and Culinary Arts",2,22,8.1,20,2011,1413,"Comedy","","",8.5,"TV-PG","Colorado"
"3902","Community","A Fistful of Paintballs",2,23,9.7,30,2011,3470,"Comedy","","",8.5,"TV-PG","Colorado"
"3903","Community","For a Few Paintballs More",2,24,9.6,30,2011,2795,"Comedy","","",8.5,"TV-PG","Colorado"
"3904","Community","Biology 101",3,1,8.2,21,2011,1571,"Comedy","","",8.5,"TV-PG","Colorado"
"3905","Community","Geography of Global Conflict",3,2,8.2,21,2011,1505,"Comedy","","",8.5,"TV-PG","Colorado"
"3906","Community","Competitive Ecology",3,3,8.1,22,2011,1490,"Comedy","","",8.5,"TV-PG","Colorado"
"3907","Community","Remedial Chaos Theory",3,4,9.8,22,2011,4843,"Comedy","","",8.5,"TV-PG","Colorado"
"3908","Community","Horror Fiction in Seven Spooky Steps",3,5,8.8,21,2011,1751,"Comedy","","",8.5,"TV-PG","Colorado"
"3909","Community","Advanced Gay",3,6,7.8,22,2011,1440,"Comedy","","",8.5,"TV-PG","Colorado"
"3910","Community","Studies in Modern Movement",3,7,8.6,22,2011,1565,"Comedy","","",8.5,"TV-PG","Colorado"
"3911","Community","Documentary Filmmaking: Redux",3,8,9,22,2011,1843,"Comedy","","",8.5,"TV-PG","Colorado"
"3912","Community","Foosball and Nocturnal Vigilantism",3,9,8.5,22,2011,1555,"Comedy","","",8.5,"TV-PG","Colorado"
"3913","Community","Regional Holiday Music",3,10,8.7,22,2011,1855,"Comedy","","",8.5,"TV-PG","Colorado"
"3914","Community","Urban Matrimony and the Sandwich Arts",3,11,7.9,22,2012,1474,"Comedy","","",8.5,"TV-PG","Colorado"
"3915","Community","Contemporary Impressionists",3,12,8.1,22,2012,1482,"Comedy","","",8.5,"TV-PG","Colorado"
"3916","Community","Digital Exploration of Interior Design",3,13,8.3,22,2012,1449,"Comedy","","",8.5,"TV-PG","Colorado"
"3917","Community","Pillows and Blankets",3,14,9.3,22,2012,2514,"Comedy","","",8.5,"TV-PG","Colorado"
"3918","Community","Origins of Vampire Mythology",3,15,8.3,21,2012,1465,"Comedy","","",8.5,"TV-PG","Colorado"
"3919","Community","Virtual Systems Analysis",3,16,8.7,22,2012,1654,"Comedy","","",8.5,"TV-PG","Colorado"
"3920","Community","Basic Lupine Urology",3,17,9.4,21,2012,2375,"Comedy","","",8.5,"TV-PG","Colorado"
"3921","Community","Course Listing Unavailable",3,18,8.3,21,2012,1380,"Comedy","","",8.5,"TV-PG","Colorado"
"3922","Community","Curriculum Unavailable",3,19,9.2,22,2012,1831,"Comedy","","",8.5,"TV-PG","Colorado"
"3923","Community","Digital Estate Planning",3,20,9.5,22,2012,2651,"Comedy","","",8.5,"TV-PG","Colorado"
"3924","Community","The First Chang Dynasty",3,21,9.1,22,2012,1740,"Comedy","","",8.5,"TV-PG","Colorado"
"3925","Community","Introduction to Finality",3,22,8.9,22,2012,1601,"Comedy","","",8.5,"TV-PG","Colorado"
"3926","Community","History 101",4,1,7.5,22,2013,1842,"Comedy","","",8.5,"TV-PG","Colorado"
"3927","Community","Paranormal Parentage",4,2,7.7,22,2013,1477,"Comedy","","",8.5,"TV-PG","Colorado"
"3928","Community","Conventions of Space and Time",4,3,7.5,22,2013,1425,"Comedy","","",8.5,"TV-PG","Colorado"
"3929","Community","Alternative History of the German Invasion",4,4,7.3,22,2013,1315,"Comedy","","",8.5,"TV-PG","Colorado"
"3930","Community","Cooperative Escapism in Familial Relations",4,5,7.6,22,2013,1328,"Comedy","","",8.5,"TV-PG","Colorado"
"3931","Community","Advanced Documentary Filmmaking",4,6,7.6,21,2013,1252,"Comedy","","",8.5,"TV-PG","Colorado"
"3932","Community","Economics of Marine Biology",4,7,6.9,22,2013,1262,"Comedy","","",8.5,"TV-PG","Colorado"
"3933","Community","Herstory of Dance",4,8,8,22,2013,1352,"Comedy","","",8.5,"TV-PG","Colorado"
"3934","Community","Intro to Felt Surrogacy",4,9,7.1,20,2013,1474,"Comedy","","",8.5,"TV-PG","Colorado"
"3935","Community","Intro to Knots",4,10,7.7,22,2013,1226,"Comedy","","",8.5,"TV-PG","Colorado"
"3936","Community","Basic Human Anatomy",4,11,8.1,22,2013,1278,"Comedy","","",8.5,"TV-PG","Colorado"
"3937","Community","Heroic Origins",4,12,8.2,22,2013,1319,"Comedy","","",8.5,"TV-PG","Colorado"
"3938","Community","Advanced Introduction to Finality",4,13,7.9,22,2013,1359,"Comedy","","",8.5,"TV-PG","Colorado"
"3939","Community","Repilot",5,1,8.2,22,2014,1616,"Comedy","","",8.5,"TV-PG","Colorado"
"3940","Community","Introduction to Teaching",5,2,8.7,21,2014,1615,"Comedy","","",8.5,"TV-PG","Colorado"
"3941","Community","Basic Intergluteal Numismatics",5,3,9,21,2014,1860,"Comedy","","",8.5,"TV-PG","Colorado"
"3942","Community","Cooperative Polygraphy",5,4,9.3,21,2014,1842,"Comedy","","",8.5,"TV-PG","Colorado"
"3943","Community","Geothermal Escapism",5,5,9.4,20,2014,2144,"Comedy","","",8.5,"TV-PG","Colorado"
"3944","Community","Analysis of Cork-Based Networking",5,6,8.3,21,2014,1347,"Comedy","","",8.5,"TV-PG","Colorado"
"3945","Community","Bondage and Beta Male Sexuality",5,7,8,21,2014,1164,"Comedy","","",8.5,"TV-PG","Colorado"
"3946","Community","App Development and Condiments",5,8,9,21,2014,1596,"Comedy","","",8.5,"TV-PG","Colorado"
"3947","Community","VCR Maintenance and Educational Publishing",5,9,8.2,21,2014,1220,"Comedy","","",8.5,"TV-PG","Colorado"
"3948","Community","Advanced Advanced Dungeons & Dragons",5,10,8.5,21,2014,1283,"Comedy","","",8.5,"TV-PG","Colorado"
"3949","Community","G.I. Jeff",5,11,8.1,21,2014,1362,"Comedy","","",8.5,"TV-PG","Colorado"
"3950","Community","Basic Story",5,12,8,21,2014,1064,"Comedy","","",8.5,"TV-PG","Colorado"
"3951","Community","Basic Sandwich",5,13,8.4,20,2014,1155,"Comedy","","",8.5,"TV-PG","Colorado"
"3952","Community","Ladders",6,1,8,28,2015,1310,"Comedy","","",8.5,"TV-PG","Colorado"
"3953","Community","Lawnmower Maintenance & Postnatal Care",6,2,7.9,27,2015,1163,"Comedy","","",8.5,"TV-PG","Colorado"
"3954","Community","Basic Crisis Room Decorum",6,3,8,25,2015,1068,"Comedy","","",8.5,"TV-PG","Colorado"
"3955","Community","Queer Studies & Advanced Waxing",6,4,8.3,31,2015,1071,"Comedy","","",8.5,"TV-PG","Colorado"
"3956","Community","Laws of Robotics & Party Rights",6,5,8,29,2015,974,"Comedy","","",8.5,"TV-PG","Colorado"
"3957","Community","Basic Email Security",6,6,8,28,2015,993,"Comedy","","",8.5,"TV-PG","Colorado"
"3958","Community","Advanced Safety Features",6,7,7.7,29,2015,940,"Comedy","","",8.5,"TV-PG","Colorado"
"3959","Community","Intro to Recycled Cinema",6,8,8.1,28,2015,930,"Comedy","","",8.5,"TV-PG","Colorado"
"3960","Community","Grifting 101",6,9,7.9,29,2015,932,"Comedy","","",8.5,"TV-PG","Colorado"
"3961","Community","Basic RV Repair and Palmistry",6,10,7.8,26,2015,935,"Comedy","","",8.5,"TV-PG","Colorado"
"3962","Community","Modern Espionage",6,11,9.1,29,2015,1283,"Comedy","","",8.5,"TV-PG","Colorado"
"3963","Community","Wedding Videography",6,12,8.7,26,2015,1078,"Comedy","","",8.5,"TV-PG","Colorado"
"3964","Community","Emotional Consequences of Broadcast Television",6,13,9.6,27,2015,2673,"Comedy","","",8.5,"TV-PG","Colorado"
"3965","24","12:00 a.m.-1:00 a.m.",1,1,8.6,60,2001,2037,"Action","Crime","Drama",8.4,"TV-14","California"
"3966","24","1:00 a.m.-2:00 a.m.",1,2,8.5,43,2001,1446,"Action","Crime","Drama",8.4,"TV-14","California"
"3967","24","2:00 a.m.-3:00 a.m.",1,3,8.4,41,2001,1349,"Action","Crime","Drama",8.4,"TV-14","California"
"3968","24","3:00 a.m.-4:00 a.m.",1,4,8.4,40,2001,1268,"Action","Crime","Drama",8.4,"TV-14","California"
"3969","24","4:00 a.m.-5:00 a.m.",1,5,8.3,41,2001,1212,"Action","Crime","Drama",8.4,"TV-14","California"
"3970","24","5:00 a.m.-6:00 a.m.",1,6,8.6,42,2001,1227,"Action","Crime","Drama",8.4,"TV-14","California"
"3971","24","6:00 a.m.-7:00 a.m.",1,7,8.7,41,2002,1213,"Action","Crime","Drama",8.4,"TV-14","California"
"3972","24","7:00 a.m.-8:00 a.m.",1,8,8.8,40,2002,1190,"Action","Crime","Drama",8.4,"TV-14","California"
"3973","24","8:00 a.m.-9:00 a.m.",1,9,8.5,43,2002,1163,"Action","Crime","Drama",8.4,"TV-14","California"
"3974","24","9:00 a.m.-10:00 a.m.",1,10,8.4,42,2002,1138,"Action","Crime","Drama",8.4,"TV-14","California"
"3975","24","10:00 a.m.-11:00 a.m.",1,11,8.6,44,2002,1148,"Action","Crime","Drama",8.4,"TV-14","California"
"3976","24","11:00 a.m.-12:00 p.m.",1,12,8.8,40,2002,1151,"Action","Crime","Drama",8.4,"TV-14","California"
"3977","24","12:00 p.m.-1:00 p.m.",1,13,8.6,43,2002,1129,"Action","Crime","Drama",8.4,"TV-14","California"
"3978","24","1:00 p.m.-2:00 p.m.",1,14,8.3,43,2002,1100,"Action","Crime","Drama",8.4,"TV-14","California"
"3979","24","2:00 p.m.-3:00 p.m.",1,15,8.3,42,2002,1104,"Action","Crime","Drama",8.4,"TV-14","California"
"3980","24","3:00 p.m.-4:00 p.m.",1,16,8.2,41,2002,1087,"Action","Crime","Drama",8.4,"TV-14","California"
"3981","24","4:00 p.m.-5:00 p.m.",1,17,8.3,41,2002,1079,"Action","Crime","Drama",8.4,"TV-14","California"
"3982","24","5:00 p.m.-6:00 p.m.",1,18,8.3,41,2002,1053,"Action","Crime","Drama",8.4,"TV-14","California"
"3983","24","6:00 p.m.-7:00 p.m.",1,19,8.5,41,2002,1065,"Action","Crime","Drama",8.4,"TV-14","California"
"3984","24","7:00 p.m.-8:00 p.m.",1,20,8.7,42,2002,1064,"Action","Crime","Drama",8.4,"TV-14","California"
"3985","24","8:00 p.m.-9:00 p.m.",1,21,8.5,42,2002,1046,"Action","Crime","Drama",8.4,"TV-14","California"
"3986","24","9:00 p.m.-10:00 p.m.",1,22,8.5,44,2002,1049,"Action","Crime","Drama",8.4,"TV-14","California"
"3987","24","10:00 p.m.-11:00 p.m.",1,23,9,42,2002,1158,"Action","Crime","Drama",8.4,"TV-14","California"
"3988","24","11:00 p.m.-12:00 a.m.",1,24,9.4,42,2002,1641,"Action","Crime","Drama",8.4,"TV-14","California"
"3989","24","Day 2: 8:00 a.m.-9:00 a.m.",2,1,8.5,52,2002,1135,"Action","Crime","Drama",8.4,"TV-14","California"
"3990","24","Day 2: 9:00 a.m.-10:00 a.m.",2,2,8.3,44,2002,972,"Action","Crime","Drama",8.4,"TV-14","California"
"3991","24","Day 2: 10:00 a.m.-11:00 a.m.",2,3,8.8,44,2002,980,"Action","Crime","Drama",8.4,"TV-14","California"
"3992","24","Day 2: 11:00 a.m.-12:00 p.m.",2,4,8.7,45,2002,941,"Action","Crime","Drama",8.4,"TV-14","California"
"3993","24","Day 2: 12:00 p.m.-1:00 p.m.",2,5,8.4,45,2002,919,"Action","Crime","Drama",8.4,"TV-14","California"
"3994","24","Day 2: 1:00 p.m.-2:00 p.m.",2,6,8.6,45,2002,911,"Action","Crime","Drama",8.4,"TV-14","California"
"3995","24","Day 2: 2:00 p.m.-3:00 p.m.",2,7,8.7,45,2002,917,"Action","Crime","Drama",8.4,"TV-14","California"
"3996","24","Day 2: 3:00 p.m.-4:00 p.m.",2,8,8.6,44,2002,897,"Action","Crime","Drama",8.4,"TV-14","California"
"3997","24","Day 2: 4:00 p.m.-5:00 p.m.",2,9,8.9,44,2003,923,"Action","Crime","Drama",8.4,"TV-14","California"
"3998","24","Day 2: 5:00 p.m.-6:00 p.m.",2,10,8.9,44,2003,900,"Action","Crime","Drama",8.4,"TV-14","California"
"3999","24","Day 2: 6:00 p.m.-7:00 p.m.",2,11,8.5,43,2003,890,"Action","Crime","Drama",8.4,"TV-14","California"
"4000","24","Day 2: 7:00 p.m.-8:00 p.m.",2,12,8.8,43,2003,913,"Action","Crime","Drama",8.4,"TV-14","California"
"4001","24","Day 2: 8:00 p.m.-9:00 p.m.",2,13,8.6,43,2003,894,"Action","Crime","Drama",8.4,"TV-14","California"
"4002","24","Day 2: 9:00 p.m.-10:00 p.m.",2,14,8.7,45,2003,893,"Action","Crime","Drama",8.4,"TV-14","California"
"4003","24","Day 2: 10:00 p.m.-11:00 p.m.",2,15,9.2,45,2003,1121,"Action","Crime","Drama",8.4,"TV-14","California"
"4004","24","Day 2: 11:00 p.m.-12:00 a.m.",2,16,8.6,44,2003,873,"Action","Crime","Drama",8.4,"TV-14","California"
"4005","24","Day 2: 12:00 a.m.-1:00 a.m.",2,17,8.3,45,2003,864,"Action","Crime","Drama",8.4,"TV-14","California"
"4006","24","Day 2: 1:00 a.m.-2:00 a.m.",2,18,8.7,45,2003,881,"Action","Crime","Drama",8.4,"TV-14","California"
"4007","24","Day 2: 2:00 a.m.-3:00 a.m.",2,19,8.6,44,2003,895,"Action","Crime","Drama",8.4,"TV-14","California"
"4008","24","Day 2: 3:00 a.m.-4:00 a.m.",2,20,8.7,44,2003,889,"Action","Crime","Drama",8.4,"TV-14","California"
"4009","24","Day 2: 4:00 a.m.-5:00 a.m.",2,21,8.7,45,2003,881,"Action","Crime","Drama",8.4,"TV-14","California"
"4010","24","Day 2: 5:00 a.m.-6:00 a.m.",2,22,8.8,45,2003,869,"Action","Crime","Drama",8.4,"TV-14","California"
"4011","24","Day 2: 6:00 a.m.-7:00 a.m.",2,23,8.8,44,2003,877,"Action","Crime","Drama",8.4,"TV-14","California"
"4012","24","Day 2: 7:00 a.m.-8:00 a.m.",2,24,9.2,44,2003,1099,"Action","Crime","Drama",8.4,"TV-14","California"
"4013","24","Day 3: 1:00 p.m.-2:00 p.m.",3,1,8.3,60,2003,977,"Action","Crime","Drama",8.4,"TV-14","California"
"4014","24","Day 3: 2:00 p.m.-3:00 p.m.",3,2,8.3,45,2003,833,"Action","Crime","Drama",8.4,"TV-14","California"
"4015","24","Day 3: 3:00 p.m.-4:00 p.m.",3,3,8.6,44,2003,826,"Action","Crime","Drama",8.4,"TV-14","California"
"4016","24","Day 3: 4:00 p.m.-5:00 p.m.",3,4,8.6,44,2003,829,"Action","Crime","Drama",8.4,"TV-14","California"
"4017","24","Day 3: 5:00 p.m.-6:00 p.m.",3,5,8.7,44,2003,815,"Action","Crime","Drama",8.4,"TV-14","California"
"4018","24","Day 3: 6:00 p.m.-7:00 p.m.",3,6,8.5,44,2003,812,"Action","Crime","Drama",8.4,"TV-14","California"
"4019","24","Day 3: 7:00 p.m.-8:00 p.m.",3,7,8.8,43,2003,824,"Action","Crime","Drama",8.4,"TV-14","California"
"4020","24","Day 3: 8:00 p.m.-9:00 p.m.",3,8,8.6,44,2003,799,"Action","Crime","Drama",8.4,"TV-14","California"
"4021","24","Day 3: 9:00 p.m.-10:00 p.m.",3,9,8.5,45,2004,788,"Action","Crime","Drama",8.4,"TV-14","California"
"4022","24","Day 3: 10:00 p.m.-11:00 p.m.",3,10,8.6,45,2004,796,"Action","Crime","Drama",8.4,"TV-14","California"
"4023","24","Day 3: 11:00 p.m.-12:00 a.m.",3,11,8.5,44,2004,788,"Action","Crime","Drama",8.4,"TV-14","California"
"4024","24","Day 3: 12:00 a.m.-1:00 a.m.",3,12,8.8,45,2004,802,"Action","Crime","Drama",8.4,"TV-14","California"
"4025","24","Day 3: 1:00 a.m.-2:00 a.m.",3,13,8.7,45,2004,799,"Action","Crime","Drama",8.4,"TV-14","California"
"4026","24","Day 3: 2:00 a.m.-3:00 a.m.",3,14,8.9,44,2004,843,"Action","Crime","Drama",8.4,"TV-14","California"
"4027","24","Day 3: 3:00 a.m.-4:00 a.m.",3,15,8.7,44,2004,790,"Action","Crime","Drama",8.4,"TV-14","California"
"4028","24","Day 3: 4:00 a.m.-5:00 a.m.",3,16,8.9,44,2004,806,"Action","Crime","Drama",8.4,"TV-14","California"
"4029","24","Day 3: 5:00 a.m.-6:00 a.m.",3,17,8.8,45,2004,804,"Action","Crime","Drama",8.4,"TV-14","California"
"4030","24","Day 3: 6:00 a.m.-7:00 a.m.",3,18,9.3,44,2004,1033,"Action","Crime","Drama",8.4,"TV-14","California"
"4031","24","Day 3: 7:00 a.m.-8:00 a.m.",3,19,8.7,45,2004,796,"Action","Crime","Drama",8.4,"TV-14","California"
"4032","24","Day 3: 8:00 a.m.-9:00 a.m.",3,20,8.7,45,2004,771,"Action","Crime","Drama",8.4,"TV-14","California"
"4033","24","Day 3: 9:00 a.m.-10:00 a.m.",3,21,8.7,44,2004,784,"Action","Crime","Drama",8.4,"TV-14","California"
"4034","24","Day 3: 10:00 a.m.-11:00 a.m.",3,22,9,42,2004,810,"Action","Crime","Drama",8.4,"TV-14","California"
"4035","24","Day 3: 11:00 a.m.-12:00 p.m.",3,23,8.9,43,2004,810,"Action","Crime","Drama",8.4,"TV-14","California"
"4036","24","Day 3: 12:00 p.m.-1:00 p.m.",3,24,9,42,2004,935,"Action","Crime","Drama",8.4,"TV-14","California"
"4037","24","Season 4 Prequel",4,1,8.4,7,2004,453,"Action","Crime","Drama",8.4,"TV-14","California"
"4038","24","Day 4: 7:00 a.m.-8:00 a.m.",4,2,8.5,42,2005,901,"Action","Crime","Drama",8.4,"TV-14","California"
"4039","24","Day 4: 8:00 a.m.-9:00 a.m.",4,3,8.3,60,2005,799,"Action","Crime","Drama",8.4,"TV-14","California"
"4040","24","Day 4: 9:00 a.m.-10:00 a.m.",4,4,8.3,60,2005,771,"Action","Crime","Drama",8.4,"TV-14","California"
"4041","24","Day 4: 10:00 a.m.-11:00 a.m.",4,5,8.3,42,2005,776,"Action","Crime","Drama",8.4,"TV-14","California"
"4042","24","Day 4: 11:00 a.m.-12:00 p.m.",4,6,8.3,44,2005,766,"Action","Crime","Drama",8.4,"TV-14","California"
"4043","24","Day 4: 12:00 p.m.-1:00 p.m.",4,7,8.7,42,2005,775,"Action","Crime","Drama",8.4,"TV-14","California"
"4044","24","Day 4: 1:00 p.m.-2:00 p.m.",4,8,8.6,42,2005,764,"Action","Crime","Drama",8.4,"TV-14","California"
"4045","24","Day 4: 2:00 p.m.-3:00 p.m.",4,9,8.7,42,2005,753,"Action","Crime","Drama",8.4,"TV-14","California"
"4046","24","Day 4: 3:00 p.m.-4:00 p.m.",4,10,8.5,42,2005,738,"Action","Crime","Drama",8.4,"TV-14","California"
"4047","24","Day 4: 4:00 p.m.-5:00 p.m.",4,11,8.3,42,2005,738,"Action","Crime","Drama",8.4,"TV-14","California"
"4048","24","Day 4: 5:00 p.m.-6:00 p.m.",4,12,8.6,42,2005,743,"Action","Crime","Drama",8.4,"TV-14","California"
"4049","24","Day 4: 6:00 p.m.-7:00 p.m.",4,13,8.4,42,2005,746,"Action","Crime","Drama",8.4,"TV-14","California"
"4050","24","Day 4: 7:00 p.m.-8:00 p.m.",4,14,8.5,42,2005,738,"Action","Crime","Drama",8.4,"TV-14","California"
"4051","24","Day 4: 8:00 p.m.-9:00 p.m.",4,15,8.4,42,2005,735,"Action","Crime","Drama",8.4,"TV-14","California"
"4052","24","Day 4: 9:00 p.m.-10:00 p.m.",4,16,8.2,41,2005,729,"Action","Crime","Drama",8.4,"TV-14","California"
"4053","24","Day 4: 10:00 p.m.-11:00 p.m.",4,17,8.8,42,2005,763,"Action","Crime","Drama",8.4,"TV-14","California"
"4054","24","Day 4: 11:00 p.m.-12:00 a.m.",4,18,8.6,42,2005,744,"Action","Crime","Drama",8.4,"TV-14","California"
"4055","24","Day 4: 12:00 a.m.-1:00 a.m.",4,19,8.3,42,2005,732,"Action","Crime","Drama",8.4,"TV-14","California"
"4056","24","Day 4: 1:00 a.m.-2:00 a.m.",4,20,8.8,42,2005,769,"Action","Crime","Drama",8.4,"TV-14","California"
"4057","24","Day 4: 2:00 a.m.-3:00 a.m.",4,21,9,42,2005,789,"Action","Crime","Drama",8.4,"TV-14","California"
"4058","24","Day 4: 3:00 a.m.-4:00 a.m.",4,22,8.5,42,2005,732,"Action","Crime","Drama",8.4,"TV-14","California"
"4059","24","Day 4: 4:00 a.m.-5:00 a.m.",4,23,8.6,42,2005,751,"Action","Crime","Drama",8.4,"TV-14","California"
"4060","24","Day 4: 5:00 a.m.-6:00 a.m.",4,24,9,42,2005,788,"Action","Crime","Drama",8.4,"TV-14","California"
"4061","24","Day 4: 6:00 a.m.-7:00 a.m.",4,25,9.1,42,2005,898,"Action","Crime","Drama",8.4,"TV-14","California"
"4062","24","Season 5 Prequel",5,1,8.3,11,2005,465,"Action","Crime","Drama",8.4,"TV-14","California"
"4063","24","Day 5: 7:00 a.m.-8:00 a.m.",5,2,9.2,42,2006,1098,"Action","Crime","Drama",8.4,"TV-14","California"
"4064","24","Day 5: 8:00 a.m.-9:00 a.m.",5,3,8.9,43,2006,837,"Action","Crime","Drama",8.4,"TV-14","California"
"4065","24","Day 5: 9:00 a.m.-10:00 a.m.",5,4,8.8,42,2006,809,"Action","Crime","Drama",8.4,"TV-14","California"
"4066","24","Day 5: 10:00 a.m.-11:00 a.m.",5,5,8.8,42,2006,810,"Action","Crime","Drama",8.4,"TV-14","California"
"4067","24","Day 5: 11:00 a.m.-12:00 p.m.",5,6,8.8,45,2006,786,"Action","Crime","Drama",8.4,"TV-14","California"
"4068","24","Day 5: 12:00 p.m.-1:00 p.m.",5,7,8.8,45,2006,788,"Action","Crime","Drama",8.4,"TV-14","California"
"4069","24","Day 5: 1:00 p.m.-2:00 p.m.",5,8,8.4,44,2006,775,"Action","Crime","Drama",8.4,"TV-14","California"
"4070","24","Day 5: 2:00 p.m.-3:00 p.m.",5,9,8.5,45,2006,767,"Action","Crime","Drama",8.4,"TV-14","California"
"4071","24","Day 5: 3:00 p.m.-4:00 p.m.",5,10,8.5,44,2006,763,"Action","Crime","Drama",8.4,"TV-14","California"
"4072","24","Day 5: 4:00 p.m.-5:00 p.m.",5,11,8.9,45,2006,765,"Action","Crime","Drama",8.4,"TV-14","California"
"4073","24","Day 5: 5:00 p.m.-6:00 p.m.",5,12,8.7,44,2006,782,"Action","Crime","Drama",8.4,"TV-14","California"
"4074","24","Day 5: 6:00 p.m.-7:00 p.m.",5,13,9.2,44,2006,906,"Action","Crime","Drama",8.4,"TV-14","California"
"4075","24","Day 5: 7:00 p.m.-8:00 p.m.",5,14,8.9,45,2006,859,"Action","Crime","Drama",8.4,"TV-14","California"
"4076","24","Day 5: 8:00 p.m.-9:00 p.m.",5,15,8.6,45,2006,779,"Action","Crime","Drama",8.4,"TV-14","California"
"4077","24","Day 5: 9:00 p.m.-10:00 p.m.",5,16,8.9,42,2006,779,"Action","Crime","Drama",8.4,"TV-14","California"
"4078","24","Day 5: 10:00 p.m.-11:00 p.m.",5,17,8.8,41,2006,768,"Action","Crime","Drama",8.4,"TV-14","California"
"4079","24","Day 5: 11:00 p.m.-12:00 a.m.",5,18,8.7,42,2006,767,"Action","Crime","Drama",8.4,"TV-14","California"
"4080","24","Day 5: 12:00 a.m.-1:00 a.m.",5,19,8.6,42,2006,748,"Action","Crime","Drama",8.4,"TV-14","California"
